category,item,tag,code,name,notes
C31,自然公園区域,NaturalParkDistrict,C31_005,"右側（行政区域コード, 自然公園コード, 細区分コード）",NA
C32,国土保全関連区域,DistrictRelatedToNationalLandConservation,C32_001,都道府県コード,NA
C32,国土保全関連区域,DistrictRelatedToNationalLandConservation,C32_002,2次メッシュコード,NA
C32,国土保全関連区域,DistrictRelatedToNationalLandConservation,C32_003,区域種別,NA
C32,国土保全関連区域,DistrictRelatedToNationalLandConservation,C32_004,区域番号,NA
C33,保護水面,ProtectedWaterSurface,C33_001,都道府県コード,NA
C33,保護水面,ProtectedWaterSurface,C33_002,区域番号,NA
C33,保護水面,ProtectedWaterSurface,C33_003,指定年,NA
C33,保護水面,ProtectedWaterSurface,C33_004,管理者,NA
C34,低地地形分類,LowGroundDistrictClassification,C34_001,都道府県コード,NA
C34,低地地形分類,LowGroundDistrictClassification,C34_002,種別,NA
C35,地盤沈下地域,SubsidenceDistrict,C35_001,都道府県コード,NA
C35,地盤沈下地域,SubsidenceDistrict,C35_002,年度,NA
C35,地盤沈下地域,SubsidenceDistrict,C35_003,区域の種別,NA
C36,感潮限界,TidalLimit2,C36_001,都道府県コード,NA
C36,感潮限界,TidalLimit2,C36_002,区域番号,NA
C36,感潮限界,TidalLimit2,C36_003,水系域コード,NA
C36,感潮限界,TidalLimit2,C36_004,河川コード,NA
C36,感潮限界,TidalLimit2,C36_005,種別,NA
C36,感潮限界,TidalLimit2,C36_006,河口からの距離,NA
C37,地下水採取規制地域,GroundwaterControlDistrict,C37_001,2次メッシュコード,NA
C37,地下水採取規制地域,GroundwaterControlDistrict,C37_002,区域番号,NA
C37,地下水採取規制地域,GroundwaterControlDistrict,C37_003,行政コード,NA
C37,地下水採取規制地域,GroundwaterControlDistrict,C37_004,工業用地下水採取規制指定地域ほか,NA
C37,地下水採取規制地域,GroundwaterControlDistrict,C37_005,建築物用地下水採取規制指定地域ほか,NA
C37,地下水採取規制地域,GroundwaterControlDistrict,C37_006,都道府県条例に基づく指定地域ほか,NA
C39,環境基準類型指定水域（河川域）,DesignatedRiverOfEnvironmentalStandardsPattern,C39_001,都道府県コード,NA
C39,環境基準類型指定水域（河川域）,DesignatedRiverOfEnvironmentalStandardsPattern,C39_002,2次メッシュコード,NA
C39,環境基準類型指定水域（河川域）,DesignatedRiverOfEnvironmentalStandardsPattern,C39_003,区間番号,NA
C41,環境基準類型指定水域（湖沼域）,DesignatedLakeOfEnvironmentalStandardsPattern,C41_001,都道府県コード,NA
C41,環境基準類型指定水域（湖沼域）,DesignatedLakeOfEnvironmentalStandardsPattern,C41_002,2次メッシュコード,NA
C41,環境基準類型指定水域（湖沼域）,DesignatedLakeOfEnvironmentalStandardsPattern,C41_003,区域番号,NA
C43,"大気汚染・水質汚濁総量規制地域
（大気汚染総量規制地域）",AirPollutionTotalVolumeControlDistrict,C43_001,行政コード,NA
C43,"大気汚染・水質汚濁総量規制地域
（大気汚染総量規制地域）",AirPollutionTotalVolumeControlDistrict,C43_002,2次メッシュコード,NA
C43,"大気汚染・水質汚濁総量規制地域
（大気汚染総量規制地域）",AirPollutionTotalVolumeControlDistrict,C43_003,区域番号,NA
C43,"大気汚染・水質汚濁総量規制地域
（大気汚染総量規制地域）",AirPollutionTotalVolumeControlDistrict,C43_004,2次メッシュコード内区域番号,NA
C43,"大気汚染・水質汚濁総量規制地域
（大気汚染総量規制地域）",AirPollutionTotalVolumeControlDistrict,C43_005,総量規制基準,NA
C43,"大気汚染・水質汚濁総量規制地域
（大気汚染総量規制地域）",AirPollutionTotalVolumeControlDistrict,C43_006,政令の区域番号,NA
C43,"大気汚染・水質汚濁総量規制地域
（水質汚濁総量規制地域）",WaterContaminationTotalVolumeControlDistrict,C43_007,行政域コード,NA
C43,"大気汚染・水質汚濁総量規制地域
（水質汚濁総量規制地域）",WaterContaminationTotalVolumeControlDistrict,C43_008,2次メッシュコード,NA
C43,"大気汚染・水質汚濁総量規制地域
（水質汚濁総量規制地域）",WaterContaminationTotalVolumeControlDistrict,C43_009,区域番号,NA
C43,"大気汚染・水質汚濁総量規制地域
（水質汚濁総量規制地域）",WaterContaminationTotalVolumeControlDistrict,C43_010,2次メッシュコード内区域番号,NA
C43,"大気汚染・水質汚濁総量規制地域
（水質汚濁総量規制地域）",WaterContaminationTotalVolumeControlDistrict,C43_011,総量規制基準,NA
C43,"大気汚染・水質汚濁総量規制地域
（水質汚濁総量規制地域）",WaterContaminationTotalVolumeControlDistrict,C43_012,政令の区域番号,NA
C45,海岸利用施設,CoastFacility2,C45_001,都道府県コード,NA
C45,海岸利用施設,CoastFacility2,C45_002,種別,NA
C45,海岸利用施設,CoastFacility2,C45_003,施設番号,NA
C45,海岸利用施設,CoastFacility2,C45_004,完成・未完成の区別,NA
C45,海岸利用施設,CoastFacility2,C45_005,管理者,NA
C45,海岸利用施設,CoastFacility2,C45_006,施設の名称,NA
C45,海岸利用施設,CoastFacility2,C45_007,原子炉の基数／造船所のドック数,NA
C45,海岸利用施設,CoastFacility2,C45_008,発電所の出力（kw）／石油備蓄能力（kl）／最大造修可能トン数,NA
C45,海岸利用施設,CoastFacility2,C45_009,敷地面積,NA
C45,海岸利用施設,CoastFacility2,C45_010,公共施設台帳番号（都市公園）,NA
C46,験潮場,TidalStation2,C46_001,行政コード,NA
C46,験潮場,TidalStation2,C46_002,験潮場番号,NA
C46,験潮場,TidalStation2,C46_003,所属,NA
C46,験潮場,TidalStation2,C46_004,施設の名称,NA
C46,験潮場,TidalStation2,C46_005,験潮儀の種類,NA
C46,験潮場,TidalStation2,C46_006,観測開始年月,NA
C46,験潮場,TidalStation2,C46_007,観測基準面標高,NA
C46,験潮場,TidalStation2,C46_008,平均海面,NA
C46,験潮場,TidalStation2,C46_009,大潮平均高潮面,NA
C46,験潮場,TidalStation2,C46_010,大潮平均低潮面,NA
C46,験潮場,TidalStation2,C46_011,既往最高潮位,NA
C46,験潮場,TidalStation2,C46_012,既往最高潮位観測年月日,NA
C46,験潮場,TidalStation2,C46_013,既往最低潮位,NA
C46,験潮場,TidalStation2,C46_014,既往最低潮位観測年月日,NA
G02,気候値メッシュ,ClimateMesh,G02_001,3次メッシュコード,NA
G02,気候値メッシュ,ClimateMesh,G02_002,県境コード,NA
G02,気候値メッシュ,ClimateMesh,G02_003,平均標高,NA
G02,気候値メッシュ,ClimateMesh,G02_004,降水量気候値1月,NA
G02,気候値メッシュ,ClimateMesh,G02_005,降水量気候値2月,NA
G02,気候値メッシュ,ClimateMesh,G02_006,降水量気候値3月,NA
G02,気候値メッシュ,ClimateMesh,G02_007,降水量気候値4月,NA
G02,気候値メッシュ,ClimateMesh,G02_008,降水量気候値5月,NA
G02,気候値メッシュ,ClimateMesh,G02_009,降水量気候値6月,NA
G02,気候値メッシュ,ClimateMesh,G02_010,降水量気候値7月,NA
G02,気候値メッシュ,ClimateMesh,G02_011,降水量気候値8月,NA
G02,気候値メッシュ,ClimateMesh,G02_012,降水量気候値9月,NA
G02,気候値メッシュ,ClimateMesh,G02_013,降水量気候値10月,NA
G02,気候値メッシュ,ClimateMesh,G02_014,降水量気候値11月,NA
G02,気候値メッシュ,ClimateMesh,G02_015,降水量気候値12月,NA
G02,気候値メッシュ,ClimateMesh,G02_016,年降水量,NA
G02,気候値メッシュ,ClimateMesh,G02_017,暖候値,NA
G02,気候値メッシュ,ClimateMesh,G02_018,寒候値,NA
G02,気候値メッシュ,ClimateMesh,G02_019,1月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_020,1月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_021,1月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_022,2月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_023,2月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_024,2月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_025,3月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_026,3月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_027,3月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_028,4月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_029,4月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_030,4月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_031,5月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_032,5月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_033,5月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_034,6月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_035,6月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_036,6月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_037,7月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_038,7月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_039,7月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_040,8月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_041,8月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_042,8月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_043,9月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_044,9月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_045,9月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_046,10月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_047,10月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_048,10月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_049,11月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_050,11月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_051,11月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_052,12月気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_053,12月気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_054,12月気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_055,年気温（最高気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_056,年気温（最低気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_057,年気温（平均気温）,NA
G02,気候値メッシュ,ClimateMesh,G02_058,12月最深積雪,NA
G02,気候値メッシュ,ClimateMesh,G02_059,1月最深積雪,NA
G02,気候値メッシュ,ClimateMesh,G02_060,2月最深積雪,NA
G02,気候値メッシュ,ClimateMesh,G02_061,3月最深積雪,NA
G02,気候値メッシュ,ClimateMesh,G02_062,寒候期最深積雪,NA
G02,気候値メッシュ,ClimateMesh,G02_063,多雪年最深積雪,NA
G02,気候値メッシュ,ClimateMesh,G02_064,少雪年最深積雪,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_001,3次メッシュコード,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_002,平均標高,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_003,最高標高,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_004,最低標高,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_005,最低標高コード,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_006,最大傾斜角度,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_007,最大傾斜方向,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_008,最小傾斜角度,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_009,最小傾斜方向,NA
G04-a,標高・傾斜度3次メッシュ,ElevationAnsSlopeAngleTeriaryMesh,G04a_010,平均傾斜角度,NA
G04-b,標高・傾斜度細分メッシュ,ElevationAndSlopeAngleSubdivisionMesh,G04b_001,細分メッシュコード,NA
G04-b,標高・傾斜度細分メッシュ,ElevationAndSlopeAngleSubdivisionMesh,G04b_002,標高値,NA
G04-b,標高・傾斜度細分メッシュ,ElevationAndSlopeAngleSubdivisionMesh,G04b_003,測定コード,NA
G04-b,標高・傾斜度細分メッシュ,ElevationAndSlopeAngleSubdivisionMesh,G04b_004,最大傾斜角度,NA
G04-b,標高・傾斜度細分メッシュ,ElevationAndSlopeAngleSubdivisionMesh,G04b_005,最大傾斜方向,NA
G04-b,標高・傾斜度細分メッシュ,ElevationAndSlopeAngleSubdivisionMesh,G04b_006,最小傾斜角度,NA
G04-b,標高・傾斜度細分メッシュ,ElevationAndSlopeAngleSubdivisionMesh,G04b_007,最小傾斜方向,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_001,4次メッシュコード,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_002,平均標高,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_003,最高標高,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_004,最低標高,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_005,最低標高コード,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_006,最大傾斜角度,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_007,最大傾斜方向,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_008,最小傾斜角度,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_009,最小傾斜方向,NA
G04-c,標高・傾斜度4次メッシュ,ElevationAndSlopeAngleFourthMesh,G04c_010,平均傾斜角度,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_001,5次メッシュコード,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_002,平均標高,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_003,最高標高,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_004,最低標高,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_005,最低標高コード,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_006,最大傾斜角度,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_007,最大傾斜方向,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_008,最小傾斜角度,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_009,最小傾斜方向,NA
G04-d,標高・傾斜度5次メッシュ,ElevationAndSlopeAngleFifthMesh,G04d_010,平均傾斜角度,NA
G05,土地分類メッシュ,LandClassificationMesh,G05_001,3次メッシュコード,NA
G05,土地分類メッシュ,LandClassificationMesh,G05_002,地形分類,NA
G05,土地分類メッシュ,LandClassificationMesh,G05_003,表層地質,NA
G05,土地分類メッシュ,LandClassificationMesh,G05_004,土壌,NA
G05,土地分類メッシュ,LandClassificationMesh,G05_005,図葉コード,NA
G05,土地分類メッシュ,LandClassificationMesh,G05_006,資料年紀,NA
G05,土地分類メッシュ,LandClassificationMesh,G05_007,縮尺,NA
G06,山岳メッシュ,OrographicalMesh,G06_001,3次メッシュコード,NA
G06,山岳メッシュ,OrographicalMesh,G06_002,資料年紀,NA
G06,山岳メッシュ,OrographicalMesh,G06_003,山名,NA
G06,山岳メッシュ,OrographicalMesh,G06_004,山コード,NA
G06,山岳メッシュ,OrographicalMesh,G06_005,標高測定コード,NA
G06,山岳メッシュ,OrographicalMesh,G06_006,標高,NA
G06,山岳メッシュ,OrographicalMesh,G06_007,行政コード1,NA
G06,山岳メッシュ,OrographicalMesh,G06_008,行政名1,NA
G06,山岳メッシュ,OrographicalMesh,G06_009,行政コード2,NA
G06,山岳メッシュ,OrographicalMesh,G06_010,行政名2,NA
G06,山岳メッシュ,OrographicalMesh,G06_011,行政コード3,NA
G06,山岳メッシュ,OrographicalMesh,G06_012,行政名3,NA
G06,山岳メッシュ,OrographicalMesh,G06_013,行政コード4,NA
G06,山岳メッシュ,OrographicalMesh,G06_014,行政名4,NA
G07,谷密度メッシュ,ValleyDensityMesh,G07_001,細分メッシュコード,NA
G07,谷密度メッシュ,ValleyDensityMesh,G07_002,谷密度,NA
G07,谷密度メッシュ,ValleyDensityMesh,G07_003,2次メッシュコード,NA
G07,谷密度メッシュ,ValleyDensityMesh,G07_004,資料年記,NA
L01,地価公示,LandPrice,L01_001,標準地コード_見出し番号,NA
L01,地価公示,LandPrice,L01_002,標準地コード_一連番号,NA
L01,地価公示,LandPrice,L01_003,前年度標準地コード_見出し番号,NA
L01,地価公示,LandPrice,L01_004,前年度標準地コード_一連番号,NA
L01,地価公示,LandPrice,L01_005,年度,NA
L01,地価公示,LandPrice,L01_006,公示価格,NA
L01,地価公示,LandPrice,L01_007,属性移動_選定状況,NA
L01,地価公示,LandPrice,L01_008,属性移動_住所漢字,NA
L01,地価公示,LandPrice,L01_009,属性移動_地積,NA
L01,地価公示,LandPrice,L01_010,属性移動_利用の現況,NA
L01,地価公示,LandPrice,L01_011,属性移動_建物構造,NA
L01,地価公示,LandPrice,L01_012,属性移動_供給施設,NA
L01,地価公示,LandPrice,L01_013,属性移動_駅からの距離,NA
L01,地価公示,LandPrice,L01_014,属性移動_法規制,NA
L01,地価公示,LandPrice,L01_015,属性移動_建ぺい率,NA
L01,地価公示,LandPrice,L01_016,属性移動_容積率,NA
L01,地価公示,LandPrice,L01_017,標準地行政コード,NA
L01,地価公示,LandPrice,L01_018,標準地市区町村名称,NA
L01,地価公示,LandPrice,L01_019,住居表示,NA
L01,地価公示,LandPrice,L01_020,地積,NA
L01,地価公示,LandPrice,L01_021,利用現況,NA
L01,地価公示,LandPrice,L01_022,利用状況表示,NA
L01,地価公示,LandPrice,L01_023,建物構造,NA
L01,地価公示,LandPrice,L01_024,供給施設有無（水道）,NA
L01,地価公示,LandPrice,L01_025,供給施設有無（ガス）,NA
L01,地価公示,LandPrice,L01_026,供給施設有無（下水）,NA
L01,地価公示,LandPrice,L01_027,形状,NA
L01,地価公示,LandPrice,L01_028,間口比率,NA
L01,地価公示,LandPrice,L01_029,奥行比率,NA
L01,地価公示,LandPrice,L01_030,地上階層,NA
L01,地価公示,LandPrice,L01_031,地下階層,NA
L01,地価公示,LandPrice,L01_032,前面道路状況,NA
L01,地価公示,LandPrice,L01_033,前面道路の方位,NA
L01,地価公示,LandPrice,L01_034,前面道路の幅員,NA
L01,地価公示,LandPrice,L01_035,前面道路の駅前状況,NA
L01,地価公示,LandPrice,L01_036,前面道路の舗装状況,NA
L01,地価公示,LandPrice,L01_037,側道状況,NA
L01,地価公示,LandPrice,L01_038,側道の方位,NA
L01,地価公示,LandPrice,L01_039,交通施設との近接状況,NA
L01,地価公示,LandPrice,L01_040,周辺の土地利用の状況,NA
L01,地価公示,LandPrice,L01_041,駅名,NA
L01,地価公示,LandPrice,L01_042,駅からの距離,NA
L01,地価公示,LandPrice,L01_043,法規制,NA
L01,地価公示,LandPrice,L01_044,建ぺい率,NA
L01,地価公示,LandPrice,L01_045,容積率,NA
L01,地価公示,LandPrice,L01_046,共通地点,NA
L01,地価公示,LandPrice,L01_047,選定年次ビット,NA
L01,地価公示,LandPrice,L01_048,S58調査価格,NA
L01,地価公示,LandPrice,L01_049,S59調査価格,NA
L01,地価公示,LandPrice,L01_050,S60調査価格,NA
L01,地価公示,LandPrice,L01_051,S61調査価格,NA
L01,地価公示,LandPrice,L01_052,S62調査価格,NA
L01,地価公示,LandPrice,L01_053,S63調査価格,NA
L01,地価公示,LandPrice,L01_054,H1調査価格,NA
L01,地価公示,LandPrice,L01_055,H2調査価格,NA
L01,地価公示,LandPrice,L01_056,H3調査価格,NA
L01,地価公示,LandPrice,L01_057,H4調査価格,NA
L01,地価公示,LandPrice,L01_058,H5調査価格,NA
L01,地価公示,LandPrice,L01_059,H6調査価格,NA
L01,地価公示,LandPrice,L01_060,H7調査価格,NA
L01,地価公示,LandPrice,L01_061,H8調査価格,NA
L01,地価公示,LandPrice,L01_062,H9調査価格,NA
L01,地価公示,LandPrice,L01_063,H10調査価格,NA
L01,地価公示,LandPrice,L01_064,H11調査価格,NA
L01,地価公示,LandPrice,L01_065,H12調査価格,NA
L01,地価公示,LandPrice,L01_066,H13調査価格,NA
L01,地価公示,LandPrice,L01_067,H14調査価格,NA
L01,地価公示,LandPrice,L01_068,H15調査価格,NA
L01,地価公示,LandPrice,L01_069,H16調査価格,NA
L01,地価公示,LandPrice,L01_070,H17調査価格,NA
L01,地価公示,LandPrice,L01_071,H18調査価格,NA
L01,地価公示,LandPrice,L01_072,H19調査価格,NA
L01,地価公示,LandPrice,L01_073,H20調査価格,NA
L01,地価公示,LandPrice,L01_074,H21調査価格,NA
L01,地価公示,LandPrice,L01_075,H22調査価格,NA
L01,地価公示,LandPrice,L01_076,H23調査価格,NA
L01,地価公示,LandPrice,L01_077,H24調査価格,NA
L01,地価公示,LandPrice,L01_078,H25調査価格,NA
L01,地価公示,LandPrice,L01_079,H26調査価格,NA
L01,地価公示,LandPrice,L01_080,H27調査価格,NA
L01,地価公示,LandPrice,L01_081,属性移動S59,NA
L01,地価公示,LandPrice,L01_082,属性移動S60,NA
L01,地価公示,LandPrice,L01_083,属性移動S61,NA
L01,地価公示,LandPrice,L01_084,属性移動S62,NA
L01,地価公示,LandPrice,L01_085,属性移動S63,NA
L01,地価公示,LandPrice,L01_086,属性移動H1,NA
L01,地価公示,LandPrice,L01_087,属性移動H2,NA
L01,地価公示,LandPrice,L01_088,属性移動H3,NA
L01,地価公示,LandPrice,L01_089,属性移動H4,NA
L01,地価公示,LandPrice,L01_090,属性移動H5,NA
L01,地価公示,LandPrice,L01_091,属性移動H6,NA
L01,地価公示,LandPrice,L01_092,属性移動H7,NA
L01,地価公示,LandPrice,L01_093,属性移動H8,NA
L01,地価公示,LandPrice,L01_094,属性移動H9,NA
L01,地価公示,LandPrice,L01_095,属性移動H10,NA
L01,地価公示,LandPrice,L01_096,属性移動H11,NA
L01,地価公示,LandPrice,L01_097,属性移動H12,NA
L01,地価公示,LandPrice,L01_098,属性移動H13,NA
L01,地価公示,LandPrice,L01_099,属性移動H14,NA
L01,地価公示,LandPrice,L01_100,属性移動H15,NA
L01,地価公示,LandPrice,L01_101,属性移動H16,NA
L01,地価公示,LandPrice,L01_102,属性移動H17,NA
L01,地価公示,LandPrice,L01_103,属性移動H18,NA
L01,地価公示,LandPrice,L01_104,属性移動H19,NA
L01,地価公示,LandPrice,L01_105,属性移動H20,NA
L01,地価公示,LandPrice,L01_106,属性移動H21,NA
L01,地価公示,LandPrice,L01_107,属性移動H22,NA
L01,地価公示,LandPrice,L01_108,属性移動H23,NA
L01,地価公示,LandPrice,L01_109,属性移動H24,NA
L01,地価公示,LandPrice,L01_110,属性移動H25,NA
L01,地価公示,LandPrice,L01_111,属性移動H26,NA
L01,地価公示,LandPrice,L01_112,属性移動H27,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_001,標準地コード_見出し番号,※都道府県地価調査は「基準地コード_見出し番号」
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_002,標準地コード_一連番号,※都道府県地価調査は「基準地コード_一連番号」
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_003,前年度標準地コード_見出し番号,※都道府県地価調査は「前年度基準地コード_見出し番号」
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_004,前年度標準地コード_一連番号,※都道府県地価調査は「前年度基準地コード_一連番号」
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_005,年度,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_006,公示価格,※都道府県地価調査は「調査価格」
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_007,属性移動_選定状況,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_008,属性移動_住所漢字,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_009,属性移動_地積,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_010,属性移動_利用の現況,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_011,属性移動_建物構造,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_012,属性移動_供給施設,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_013,属性移動_駅からの距離,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_014,属性移動_法規制,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_015,属性移動_建ぺい率,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_016,属性移動_容積率,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_017,標準地行政区域コード,※都道府県地価調査は「基準地行政区域コード」
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_018,標準地市区町村名称,※都道府県地価調査は「基準地市区町村名称」
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_019,住居表示,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_020,地積,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_021,利用現況,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_022,利用状況表示,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_023,建物構造,NA
"L01
（平成24年度以前）","地価公示（平成24年以前）
都道府県地価調査（平成23年度以前）","LandPrice
PrefectureLandPriceResearch",L01_024,供給施設有無（水道）,NA
